0.87255,0.13932,0.018112,-2.8285,-79.328,-40.801,168.94,16,5,8,5,10,2,12.45,-28.673,-7.9516,47.208,6,7,6,8,10,3,4178,852,2423.1,6.4158e+05
0.7276,0.061068,0.0078636,-16.166,-91.899,-53.934,236.88,10,6,8,5,10,4,8.3069,-11.154,-1.5577,14.76,4,4,6,3,6,4,3387,-552,1096.5,8.7516e+05
0.63529,0.064091,0.0062814,14.301,-30.23,-7.3587,78.748,7,4,5,5,2,2,10.417,-5.3819,2.435,7.6338,5,3,4,4,5,3,2011,101,702.55,1.846e+05
0.31699,0.055064,0.0027193,-23.506,-106.22,-59.897,251.6,15,10,12,14,3,2,8.5013,-29.7,-13.156,58.556,5,7,5,9,12,3,3132,-33,1517.1,7.3878e+05
0.28277,0.047675,0.0031632,-12.529,-143.11,-81.508,763.34,15,8,8,14,12,7,6.9079,-27.228,-6.8383,39.42,4,5,7,4,10,8,5231,-260,1745.3,1.9096e+06
0.56695,0.074983,0.0057382,-3.1028,-84.34,-44.083,219.67,13,6,11,5,5,4,14.061,-32.895,-12.316,116.66,4,4,7,13,5,6,4487,-417,1803.1,1.2097e+06
0.43627,0.054833,0.0050393,-2.0914,-82.306,-35.75,251.72,9,6,3,9,3,1,8.5514,-14.463,-3.5656,23.737,6,4,7,7,3,3,3537,-778,1031.6,9.3317e+05
0.9299,0.11126,0.013741,17.538,-68.545,-32.09,233.69,13,6,5,8,7,2,5.381,-35.644,-12.428,61.805,5,5,11,8,6,10,7051,-319,1940.6,1.6462e+06
0.48529,0.086754,0.0058374,-26.543,-134.9,-64.867,300.1,16,10,8,9,5,8,8.9673,-31.41,-14.212,54.942,4,6,9,7,11,5,3358,138,1718.2,5.2914e+05
0.81569,0.15717,0.03036,19.732,-127.22,-48.299,1263.9,9,6,7,14,5,10,8.8114,-19.994,-6.0767,49.29,5,7,4,4,8,4,2180,56,798.14,1.2923e+05
0.37138,0.052823,0.0025548,-5.1167,-77.306,-35.974,168.63,11,6,6,5,5,10,5.529,-19.676,-7.2014,19.363,8,9,11,3,10,8,6098,-376,2658.9,2.6716e+06
1.0431,0.058019,0.0086981,-9.9564,-127.57,-68.955,707.9,11,4,10,14,10,8,-1.8958,-67.145,-23.543,124.75,4,10,6,10,3,9,2730,-268,946.02,7.7488e+05
0.37745,0.070864,0.0039581,-28.953,-137.47,-75.215,339.88,16,6,11,8,10,6,8.0161,-29.121,-7.0624,51.024,5,6,6,14,5,2,2192,-1159,811.97,7.057e+05
0.93137,0.063486,0.0095251,22.623,-117.77,-40.87,729.38,6,7,10,13,5,4,11.369,-34.097,-8.0404,94.343,7,10,5,7,11,5,3298,-217,638.83,8.3591e+05
0.59265,0.12807,0.011375,15.209,-105.16,-25.108,1393.5,6,4,8,5,10,10,12.175,-6.7824,1.7601,13.727,12,5,5,8,9,5,4501,-12,2098.4,7.375e+05
0.7584,0.1413,0.016302,-7.1468,-76.644,-35.549,172.89,16,4,5,5,9,10,11.774,-1.785,3.4324,4.3549,7,5,5,5,4,4,4759,495,2570.2,6.0218e+05
0.67813,0.093551,0.0072559,-6.0965,-73.265,-37.304,144.05,12,2,3,6,11,8,7.8716,-19.364,-5.4809,25.546,4,4,7,10,5,6,3940,395,1773,7.0971e+05
0.75977,0.087075,0.0072613,-11.764,-88.24,-46.799,193.5,15,2,10,13,3,6,6.8953,-24.092,-6.8195,35.02,5,3,10,6,11,4,4565,995,2575.9,5.7531e+05
0.7451,0.039365,0.0029659,7.7516,-117.41,-61.131,484.49,10,9,5,10,9,9,8.9698,-22.077,-5.6547,32.387,3,10,7,4,8,5,5446,424,2373.5,1.4334e+06
0.44344,0.078555,0.0058474,6.5669,-27.161,-5.2244,56.757,3,2,5,7,2,4,8.3863,-12.376,-1.0666,15.918,9,8,9,11,5,4,3518,1115,2198,3.0158e+05
0.92026,0.15738,0.019695,27.153,-49.27,-8.8264,128.45,8,6,12,7,12,5,-1.676,-47.093,-27.67,64.119,4,9,8,9,7,8,2938,-264,1185.8,4.808e+05
1.0078,0.10051,0.041054,9.8908,-97.403,-40.773,536.24,6,11,9,10,12,8,14.504,-39.015,-8.1778,113.66,8,7,10,10,12,10,0,-415,-145.9,18391
0.77353,0.084731,0.007666,20.325,-111.51,-53.05,554.19,9,7,10,11,5,5,5.6766,-37.386,-12.154,58.882,4,10,5,5,10,6,3877,926,2440.4,4.3256e+05
1.0353,0.074732,0.012791,12.196,-39.543,-5.0154,115.38,8,11,6,7,6,5,9.4832,-20.644,-1.8729,38.724,6,11,7,7,6,4,2006,-1773,6.3125,5.567e+05
1.0078,0.18208,0.0637,15.896,-134.29,-37.839,794.05,14,7,10,8,3,2,10.976,-9.208,0.67211,12.421,5,3,4,7,5,3,2716,-664,933.55,1.008e+06
0.68235,0.10195,0.016408,0.96647,-49.923,-16.573,95.318,13,2,5,5,5,4,8.651,-13.095,-0.88986,20.129,5,3,4,7,6,3,2213,-153,1029.8,2.652e+05
0.97955,0.092587,0.01437,11.21,-81.676,-40.517,350.32,10,7,9,3,3,6,8.9385,-14.968,-2.7256,22.082,6,6,3,4,5,5,3064,31,1289.4,5.1031e+05
1.0667,0.12722,0.016801,-4.9246,-100,-54.931,302.45,9,11,11,9,11,7,2.5935,-25.977,-10.472,33.385,4,7,9,11,9,6,2795,244,1678.7,4.429e+05
0.73725,0.075517,0.0064786,40.072,15.239,29.294,25.664,15,10,10,10,11,10,8.6989,-13.748,-0.67025,20.886,12,7,12,6,9,10,2002,-839,449.36,4.2475e+05
0.90245,0.10944,0.016606,5.4323,-28.296,-7.3546,30.767,15,4,7,8,7,4,9.7376,-9.6696,-0.62514,10.434,5,6,8,6,8,7,1911,-845,294.88,4.5893e+05
0.88067,0.13954,0.019803,16.998,0.74046,12.455,9.3175,11,8,8,10,8,7,15.373,-16.532,-1.9385,45.813,6,6,8,13,9,8,3575,-1208,874.92,1.067e+06
0.61176,0.075126,0.017924,21.928,-48.295,-9.7054,159.58,13,11,12,11,12,10,17.339,-25.756,-6.9554,94.311,7,11,9,10,11,10,0,-1334,-364.12,1.0361e+05
0.80523,0.12169,0.013686,-13.892,-94.499,-49.332,342.73,14,10,10,12,10,8,7.88,-17.181,-4.1778,20.575,8,10,8,9,10,5,6382,2187,4478.8,1.1216e+06
0.55707,0.075853,0.0051229,-2.448,-58.096,-28.525,100.91,14,5,7,5,12,7,2.8925,-24.315,-10.577,23.12,10,7,4,11,11,8,3121,-173,932.84,6.4943e+05
0.73389,0.095392,0.013542,30.688,-154.38,-69.59,1837.7,9,8,12,14,11,1,9.1439,-7.0599,0.92326,10.288,5,4,4,4,4,4,5394,352,2569.6,1.91e+06
0.6902,0.11295,0.014466,6.9647,-77.02,-35.863,225.1,12,1,11,14,5,2,5.591,-21.065,-6.1737,34.22,5,5,11,4,2,2,843,-174,335.78,54776
0.61176,0.066762,0.016126,3.9581,-39.81,-15.598,93.786,12,9,9,4,10,2,6.9715,-6.0435,1.2852,5.1019,6,6,6,7,5,5,1285,-347,248.79,1.8797e+05
0.9299,0.12006,0.016728,-10.306,-82.408,-42.835,207.94,10,10,10,13,5,2,2.5496,-32.144,-11.469,49.752,5,7,11,13,7,3,7663,2099,4773,2.0695e+06
1.0667,0.14522,0.032683,21.09,-59.223,-12.814,177.75,10,6,12,7,12,5,10.992,-18.135,-3.3767,29.58,10,8,6,3,9,5,7334,-621,3870.4,4.9998e+06
0.90245,0.086525,0.01354,-0.35428,-86.313,-36.684,242.4,10,4,11,10,2,2,9.3347,-24.392,-5.1147,41.855,5,6,4,10,6,3,2033,-696,586.41,2.0038e+05
0.81569,0.10455,0.021704,7.8301,-67.584,-15.21,237,6,2,8,5,9,2,8.6726,-38.815,-8.9635,100.67,10,3,12,11,12,3,2353,-576,515.48,3.3717e+05
0.63824,0.090898,0.011113,-2.043,-120.02,-60.981,869.01,9,7,10,13,6,7,7.9912,-7.7231,1.9547,7.6672,4,3,4,7,4,3,6521,346,3090.1,1.5628e+06
0.32338,0.063555,0.0050957,-25.196,-124.73,-74.99,377,11,11,6,13,11,9,3.6191,-31.063,-13.87,58.784,4,11,11,6,7,3,5719,727,3212,1.444e+06
