0.28449,0.046049,0.0033537,18.829,-73.927,-25.574,420.61,10,8,6,13,2,8,17.799,-19.757,-1.2417,80.872,5,9,4,4,4,10,3842,-190,1689.7,1.0959e+06
0.36078,0.048823,0.0032257,-11.009,-128.99,-62.804,522.63,15,6,8,9,3,7,0.51663,-41.016,-19.017,70.654,16,2,12,8,7,3,4392,-642,1034.7,1.7599e+06
0.81569,0.11212,0.023822,33.908,4.3529,20.159,41.446,11,8,8,10,8,7,17.426,-34.766,-1.3443,104.98,8,8,9,13,9,10,0,-192,-21.266,2224.2
0.7535,0.095236,0.011385,5.3113,-74.792,-24.634,146.71,15,8,10,5,7,8,4.3988,-19.571,-7.1855,26.542,8,7,11,4,12,9,3337,704,1733.8,3.4114e+05
0.50196,0.092984,0.0070785,-9.7626,-143.36,-64.151,492.19,8,9,7,9,9,8,3.3216,-15.966,-5.3399,17.445,6,10,6,3,3,7,5995,-316,2411.7,2.7581e+06
0.46495,0.084049,0.0077232,-14.83,-91.581,-46.04,227.74,13,6,8,3,9,2,1.9194,-32.217,-13.349,57.045,4,3,4,6,12,6,2197,-257,613.45,2.8863e+05
0.97955,0.10272,0.014019,-14.683,-91.726,-44.624,179.37,11,6,5,9,5,6,-3.1758,-42.474,-17.392,43.188,6,8,7,4,9,9,3515,-438,624.48,6.4059e+05
0.97955,0.12318,0.014499,-7.7844,-102.91,-52.235,324.73,10,6,8,11,3,6,2.2464,-38.759,-15.002,74.576,4,8,8,5,2,8,3448,-949,527.62,1.0225e+06
0.35672,0.058854,0.0030074,22.156,-114.14,-29.473,1024.4,6,5,9,10,12,10,9.8198,-27.168,-6.0536,62.074,5,5,9,11,9,5,4489,445,2368.9,8.3237e+05
0.91765,0.087753,0.011513,-11.073,-68.843,-34.783,91.97,9,6,12,3,3,4,6.7719,-21.011,-6.1388,26.042,4,7,4,7,3,4,3740,908,2161.4,3.9635e+05
0.43922,0.089323,0.007897,10.042,-74.378,3.2356,254.65,7,7,8,3,5,4,1.0012,-28.811,-12.253,39.815,6,7,5,5,8,5,4347,728,2050.7,3.6571e+05
1.0235,0.075507,0.01136,37.781,7.2401,30.872,22.945,9,6,7,10,7,9,1.5129,-31.019,-11.282,47.762,11,11,9,14,8,6,3168,-744,841.44,7.3522e+05
0.58711,0.099119,0.013616,6.0619,-62.691,-20.918,245.28,13,8,9,14,8,6,8.5436,-4.5398,3.3284,7.3203,8,6,6,6,5,5,2497,81,1084.7,2.682e+05
0.64461,0.11425,0.013771,16.83,-48.12,-16.527,120.48,6,4,11,3,5,4,6.2522,-21.332,-6.7414,27.641,4,4,7,8,8,3,4577,738,2918.9,6.3156e+05
0.6028,0.16216,0.017592,-19.538,-109.64,-58.423,263.17,16,9,10,10,5,7,7.803,-40.333,-19.274,68.57,4,5,12,4,10,9,6009,-156,2470.6,1.9249e+06
0.3014,0.049117,0.0035432,-8.2744,-64.208,-29.466,123.21,10,5,5,13,3,2,1.2416,-37.363,-12.988,35.558,5,8,4,11,7,3,3807,-1808,1002,1.367e+06
0.54314,0.05984,0.0042592,-22.627,-110.89,-55.253,272.27,10,4,7,9,8,6,2.3866,-34.866,-14.702,60.026,4,7,9,8,9,6,4611,-124,2323.7,1.4131e+06
0.71345,0.10758,0.0095964,-18.615,-123.31,-58.743,373.1,7,6,12,7,7,8,9.5123,-2.2345,3.3552,5.1069,6,5,5,3,4,4,4252,380,2223.9,6.945e+05
0.88688,0.063549,0.0083735,-6.4462,-104.61,-43.55,257.05,9,2,12,5,8,4,8.2155,-13.041,-2.1801,22.145,5,9,4,4,4,4,6330,214,2092.1,1.5666e+06
0.63957,0.088411,0.0067797,-9.2767,-90.383,-46.527,235.43,12,11,6,6,9,8,10.543,-24.619,-6.1568,40.91,16,9,7,7,5,9,5996,232,2982.1,1.4526e+06
1.102,0.087219,0.014867,-12.197,-94.413,-51.904,337.19,11,4,11,11,9,2,10.985,-7.8655,1.0684,10.574,12,3,4,3,5,3,8610,152,3101.7,3.3e+06
0.56695,0.12584,0.012289,5.14,-43.37,-10.424,119.72,6,7,6,3,2,2,12.13,-0.74759,5.615,7.7072,5,3,4,4,4,4,5215,-448,1260.5,1.2554e+06
0.74667,0.14125,0.016458,-27.194,-105.66,-64.323,252.67,15,6,9,10,7,10,-1.2233,-29.964,-14.568,41.668,4,4,6,7,11,9,4736,656,2434.2,8.2067e+05
0.52613,0.10215,0.009352,0.99848,-63.79,-30.266,155.62,11,9,6,5,5,6,10.785,-7.6731,-0.14634,16.281,7,11,9,13,5,5,5311,-445,2086,1.6508e+06
0.58711,0.11109,0.016224,-28.409,-97.697,-54.512,156.54,10,11,6,10,5,9,0.41365,-31.785,-15.032,42.295,4,4,12,8,5,5,3854,97,1290.6,5.3687e+05
0.67994,0.13346,0.01219,-25.024,-97.676,-56.353,209.21,13,6,9,8,9,6,8.6804,-17.353,-2.7721,18.066,7,8,10,10,6,7,4461,495,2399.6,6.8442e+05
1.1137,0.1964,0.028955,2.708,-42.735,-14.839,67.994,14,8,8,5,7,7,12.724,-4.5904,2.949,9.5843,12,6,6,14,7,5,9225,884,3520.1,2.9182e+06
0.6902,0.14135,0.01824,-19.721,-78.583,-49.11,153.7,15,9,11,6,6,8,5.6383,-18.694,-4.7411,22.798,4,4,4,6,4,10,6037,-444,2412,1.015e+06
1.0941,0.10964,0.013329,-4.8731,-99.045,-39.711,277.53,8,10,9,5,5,10,10.353,-18.308,-4.0966,37.97,6,5,11,7,9,4,4586,594,2275.6,9.096e+05
1.0863,0.14337,0.027632,-3.5167,-72.954,-39.168,181.21,15,7,12,13,9,9,6.9458,-13.452,-2.8128,15.862,8,9,6,12,12,7,8351,668,3156.3,2.46e+06
1.102,0.17103,0.023347,5.9601,-35.618,-10.575,87.453,10,11,11,14,11,8,9.4306,-5.7155,2.3124,7.2061,11,9,9,11,8,9,4599,-1317,1421.8,2.2879e+06
0.63529,0.067727,0.0070808,-16.747,-109.93,-58.948,239.28,7,2,11,12,10,10,4.414,-42.084,-18.437,86.383,4,5,9,9,10,8,4382,167,1948.6,1.1266e+06
0.93137,0.1547,0.020767,-4.2852,-44.198,-24.975,66.063,9,5,6,6,5,7,6.9737,-15.19,-4.5063,17.993,8,6,6,13,4,8,4365,-898,1958.8,1.3963e+06
0.64461,0.11388,0.014434,-24.097,-109.22,-52.068,661.2,16,7,12,10,6,8,10.575,-50.617,-13.179,102.56,3,4,6,13,11,6,5030,1041,2755.4,9.8124e+05
0.86348,0.1351,0.015316,-18.41,-99.128,-54.568,288.93,7,6,10,9,9,4,10.071,-28.952,-10.309,41.818,5,5,9,10,4,4,4964,-528,1860.7,1.7488e+06
0.92773,0.10733,0.01587,-6.9818,-75.655,-38.031,173.53,10,4,7,10,7,4,6.1101,-46.467,-17.655,76.659,5,4,7,12,11,7,4421,567,2288.7,6.8575e+05
1.1098,0.20613,0.033926,-30.471,-124.46,-71.127,356.56,6,8,11,10,9,7,10.578,-41.641,-10.097,53.136,5,7,8,5,6,6,4707,154,1898.8,9.8016e+05
0.82465,0.11353,0.013886,12.532,-82.129,-26.602,319.61,10,4,7,14,2,5,12.98,-53.219,-10.788,172.4,5,3,10,4,12,9,3564,822,2051.3,6.4623e+05
0.70275,0.14122,0.015423,13.176,-108.83,-41.828,941.12,15,2,6,13,9,6,12.254,-23.977,-7.9967,51.906,4,5,7,12,5,5,2907,-518,1183,4.3265e+05
0.6963,0.10981,0.010424,-28.838,-112.7,-66.246,275.14,10,6,10,13,10,6,0.61744,-39.163,-16.801,61.532,4,9,5,14,5,6,3166,134,1838,5.9812e+05
1.0235,0.065803,0.0081334,21.598,-129.65,-56.582,793.98,14,7,5,12,11,6,4.981,-15.889,-3.9845,18.709,5,6,6,5,6,3,5951,-1074,2784,3.0305e+06
1.051,0.1387,0.022427,30.192,-12.797,16.745,48.691,9,5,7,8,7,6,16.776,-37.765,-8.5683,126.57,5,7,8,7,10,7,4339,-1069,604.11,1.4085e+06
1.1373,0.16454,0.037941,27.318,-27.955,-0.5518,119.19,8,6,12,7,12,5,14.828,-11.449,2.1562,14.518,13,7,10,10,7,5,3109,-1138,933.8,9.9659e+05
0.51961,0.063226,0.0073841,25.297,-36.71,7.1884,161.85,8,6,12,7,12,5,8.7907,-19.071,-3.3995,25.389,5,6,12,5,8,7,10607,-191,3348,1.0758e+07
0.99632,0.14488,0.022545,13.281,-59.071,-24.775,204.02,10,4,9,8,3,4,12.928,-35.708,-3.386,148.57,5,5,12,13,2,9,4912,202,2277.8,1.2839e+06
0.9614,0.16048,0.018439,-16.966,-106.9,-50.548,185.39,6,7,9,10,10,7,0.30405,-37.732,-15.425,50.184,5,7,9,6,9,7,3287,626,2195.5,4.3535e+05
0.77377,0.142,0.016505,8.5991,-65.661,-26.811,214.67,10,6,9,14,10,8,9.9386,-10.555,-0.92708,20.448,10,3,4,6,10,6,4021,423,2122.8,7.5474e+05
0.54269,0.065434,0.0048836,7.8386,-8.7066,7.6895,1.51,7,8,9,13,8,4,14.072,-10.286,0.57223,17.725,16,6,4,4,8,6,3621,-53,1862.8,6.713e+05
0.8833,0.10532,0.013164,13.409,-28.533,10.2,49.966,8,6,12,7,12,5,5.4071,-16.012,-4.1833,25.058,11,8,7,7,9,7,4256,164,2136.9,8.4142e+05
1.098,0.14468,0.015425,13.002,-140.01,-49.17,578.32,10,7,9,7,8,2,9.3602,-20.123,-2.285,21.185,5,4,4,5,12,5,4945,425,2446.6,1.2429e+06
0.59336,0.082345,0.0057099,4.6112,-35.734,-13.312,71.471,10,11,4,4,4,6,9.7224,-2.3797,2.4675,5.5992,13,7,8,7,5,6,4550,1037,2636.3,6.0958e+05
0.68235,0.10316,0.018072,2.5954,-79.485,-31.765,177.68,14,7,10,10,8,6,10.097,-8.5884,0.96464,10.622,6,8,7,7,8,2,1408,-550,61.547,2.2408e+05
0.35294,0.056319,0.0036097,1.9643,-98.851,-44.878,366.17,12,8,10,11,10,10,6.0883,-21.696,-6.6051,29.239,6,7,6,11,10,9,2942,-1431,1019.4,1.0287e+06
0.9909,0.16443,0.023036,6.4429,-68.872,-24.695,190.13,8,11,8,7,9,5,10.39,-36.735,-13.982,73.544,4,11,8,8,7,4,4883,433,2522.3,7.2395e+05
0.6902,0.11183,0.01625,9.9576,-27.21,-6.2056,38.741,9,2,5,3,3,4,8.9678,-22.786,-5.15,33.782,5,9,5,5,4,4,3188,-49,1361.5,4.6266e+05
0.93529,0.17618,0.030671,-4.9673,-95.644,-51.114,279.38,13,10,8,9,10,10,10.98,-9.4095,-1.1405,15.386,7,10,7,8,9,9,2140,-215,534.98,2.7467e+05
